TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.select.Evaluator,default,BRANCH,1,BUDGET,30,0.3,2,80,1335,46581,1647992183767,0.817258883248731,11111111111111111111111111111111111111111111111111111111111111111111101111111111111111110100001100010001000100011111111111111111111111111110101101111011111111111111111111110001101000000110101011011
