TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.parser.Tokeniser,default,BRANCH,1,BUDGET,103,0.3,2,33,151,139082,1647991541249,0.6857142857142857,111111111111111111111111111111111111111111011011001100010011110011100000000000000111000111111111111100000
