TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.select.NodeTraversor,default,BRANCH,1,BUDGET,71,0.3,2,9,104,94047,1647991782724,0.875,111111111111001111111111111111111111111111110000
