TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.select.Collector,default,BRANCH,1,BUDGET,30,0.3,2,3,16,8797,1647992186211,1.0,11111111111111
