TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.parser.CharacterReader,default,BRANCH,1,BUDGET,189,0.3,2,66,193,250125,1647991336919,0.9532710280373832,1111111111111111101111111111111111111111111111111111111111111111111111111011110101010111111110111111111111101111111111101111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111
