TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.safety.Whitelist,default,BRANCH,1,BUDGET,135,0.3,2,31,192,194499,1647991336879,0.8242424242424242,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101000000011111110000000000000000011111110111111100011
