TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,BranchCoverage,BranchCoverageBitString
org.jsoup.parser.HtmlTreeBuilder,default,BRANCH,1,BUDGET,193,0.3,2,75,440,283097,1647991336857,0.8616600790513834,1111111111111111111111111111111111111111111111111111010101011111111101011111000001111011011111111101111111111111111111111111101110111011111111111101110001111011110101011111011111011111111101111011111101111111111111101111111111111111111111111111111100010
